"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x1009433909766090753",2018-06-20 13:52:53,"x11755832","emmahmoore","RT @QualityHealthUK: Come and say hello - we’re at the @PHE_uk conference in Manchester today and tomorrow #CSDOC2018","Twitter for iPhone",,,,FALSE,TRUE,0,2,"CSDOC2018",,,,,,,,,,,,,"x300165343 41822696","QualityHealthUK PHE_uk","en",,,"x1009403757019443200","Come and say hello - we’re at the @PHE_uk conference in Manchester today and tomorrow #CSDOC2018",,,,,,,,,
"x1009433622997282817",2018-06-20 13:51:44,"x572633211","Im_AnnaBe","And now, attending session on Less common cancers and cancer in younger persons
@PHE_uk #CSDOC2018 @braintumourrsch","Twitter for iPhone",,,,FALSE,FALSE,6,2,"CSDOC2018",,,,,,,,,,,,,"x41822696 271442031","PHE_uk braintumourrsch","en",,,,,,,,,,,,,
"x1009433591519080450",2018-06-20 13:51:37,"x2980957528","WHHPSuffolk","RT @NEA_UKCharity: NEA comment on the spike in cold-related deaths during the winter cold snap, (data released today by @ONS @PHE_uk and @D…","Twitter for Android",,,,FALSE,TRUE,0,11,,,,,,,,,,,,,,"x34932921 219275799 41822696","NEA_UKCharity ONS PHE_uk","en",,,"x1009062023550906368","NEA comment on the spike in cold-related deaths during the winter cold snap, (data released today by @ONS @PHE_uk and @DHSCgovuk) . Read it here: https://t.co/JyDxxhrfYF https://t.co/HK2dZeppPb",,,,,,,,,
"x1009433527505575936",2018-06-20 13:51:21,"x324896746","healthystadia","RT @dentalhealthorg: Accrington Stanley are trying to tackle the high rates of childhood #tooth decay in #Hyndburn. According to @PHE_uk, n…","Twitter Web Client",,,,FALSE,TRUE,0,18,"tooth Hyndburn",,,,,,,,,,,,,"x57911224 41822696","dentalhealthorg PHE_uk","en",,,"x1009353926997692416","Accrington Stanley are trying to tackle the high rates of childhood #tooth decay in #Hyndburn. According to @PHE_uk, nearly 46% of children in the area have obvious #dental decay by the age of five. 
https://t.co/oMQVS3owB4",,,,,,,,,
"x1009433207329185792",2018-06-20 13:50:05,"x1107046070","Work2Well","RT @sscowcroft: Just finished the lunch session at @PHE_uk  #csdoc2018 with lots of people interested in discussing @LymphomaAction #liveyo…","Twitter for Android",,,,FALSE,TRUE,0,4,"csdoc2018",,,,,,,,,,,,,"x162854183 41822696 16923702","sscowcroft PHE_uk LymphomaAction","en",,,"x1009410646600048641","Just finished the lunch session at @PHE_uk  #csdoc2018 with lots of people interested in discussing @LymphomaAction #liveyourlife programme @Lymphoma_LYL https://t.co/1BYO01ti71",,,,,,,,,
"x1009432952160378880",2018-06-20 13:49:04,"x50090636","ellietwigg01","@DrMattKearney went back to school today to talk about his role in General Practice and CVD Prevention, and inspire young people to think about careers in the NHS! Find out how schools can get involved https://t.co/ftxG1o32ya  @NHSEngland  @PHE_uk @speakrs4schools https://t.co/iPlgztjWOk","Twitter Web Client",,"x2805803625","DrMattKearney",TRUE,FALSE,1,0,,,"nhs70.nhs.uk/schooltalks twitter.com/DrMattKearney/…","https://t.co/ftxG1o32ya https://t.co/iPlgztjWOk","http://www.nhs70.nhs.uk/schooltalks https://twitter.com/DrMattKearney/status/1009431974098939904",,,,,,,,,"x2805803625 551426814 41822696 237751601","DrMattKearney NHSEngland PHE_uk speakrs4schools","en","x1009431974098939904","I had a great time giving a talk at @ThistleyHough Academy today, inspiring students to think about the range of opportunities in the NHS, and CVD prevention! Honoured to be part of celebrations for the #NHS70 birthday! @NHSEngland @PHE_uk @speakrs4schools https://t.co/oped7pjt8a https://t.co/yYpmvo8sA5",,,,,,,,,,,
"x1009432772610613248",2018-06-20 13:48:22,"x1841203334","KatieMoorePPI","RT @useMYdata: The patient voice in data - visit the @useMYdata &amp; @Cancer52org stand @PHE_UK #CSDOC2018 for a fact sheet on the National Da…","Twitter for iPhone",,,,FALSE,TRUE,0,6,"CSDOC2018",,,,,,,,,,,,,"x758582269795823616 758582269795823616 927482708 41822696","useMYdata useMYdata Cancer52org PHE_uk","en",,,"x1009394178394972161","The patient voice in data - visit the @useMYdata &amp; @Cancer52org stand @PHE_UK #CSDOC2018 for a fact sheet on the National Data Opt-out &amp; what it means for people with cancer #datasaveslives",,,,,,,,,
"x1009432256400842753",2018-06-20 13:46:18,"x850652238565359617","drmathurp","RT @PHE_uk: NEWS: Cancer patients at increased risk of suicide. The first national study of its kind in England shows cancer patients have…","Twitter for Android",,,,FALSE,TRUE,0,85,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009403442530603008","NEWS: Cancer patients at increased risk of suicide. The first national study of its kind in England shows cancer patients have a 20% increased risk of suicide https://t.co/AmwRdYLXeL",,,,,,,,,
"x1009432034010386435",2018-06-20 13:45:25,"x1098710533","OncologyCentral","NEWS: @PHE_uk has reported an 86% decrease in #HPV infections in women aged 16-21 since the introduction of the HPV #vaccine in 2008  https://t.co/fxlMbIaCOE","Twitter Web Client",,,,FALSE,FALSE,5,1,"HPV vaccine",,"ow.ly/kRbR30kAfW6","https://t.co/fxlMbIaCOE","http://ow.ly/kRbR30kAfW6",,,,,,,,,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1009431974098939904",2018-06-20 13:45:11,"x2805803625","DrMattKearney","I had a great time giving a talk at @ThistleyHough Academy today, inspiring students to think about the range of opportunities in the NHS, and CVD prevention! Honoured to be part of celebrations for the #NHS70 birthday! @NHSEngland @PHE_uk @speakrs4schools https://t.co/oped7pjt8a https://t.co/yYpmvo8sA5","Twitter Web Client",,,,FALSE,FALSE,18,5,"NHS70",,"nhs70.nhs.uk/schooltalks","https://t.co/oped7pjt8a","http://www.nhs70.nhs.uk/schooltalks","http://pbs.twimg.com/media/DgI4tBEXcAEaUv9.jpg","https://t.co/yYpmvo8sA5","https://twitter.com/DrMattKearney/status/1009431974098939904/photo/1","photo","http://pbs.twimg.com/media/DgI4tBEXcAEaUv9.jpg","https://t.co/yYpmvo8sA5","https://twitter.com/DrMattKearney/status/1009431974098939904/photo/1",,"x1159523330 551426814 41822696 237751601","ThistleyHough NHSEngland PHE_uk speakrs4schools","en",,,,,,,,,,,,,
"x1009431560041455616",2018-06-20 13:43:32,"x2509920332","Cure_98_","RT @PHE_uk: For Learning Disability Week we have blogged about improving hospital care for people with learning disabilities. Read it here:…","Twitter Web Client",,,,FALSE,TRUE,0,66,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009386545529413632","For Learning Disability Week we have blogged about improving hospital care for people with learning disabilities. Read it here: https://t.co/tGz8ZiSP8r #LDWeek18",,,,,,,,,
"x1009431522317946881",2018-06-20 13:43:23,"x1225229522","DrJV75","RT @PHE_uk: Suicide has a devastating impact on families, friends, communities and work colleagues - our latest blog looks at resources whi…","Twitter for iPhone",,,,FALSE,TRUE,0,125,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1001407252178374656","Suicide has a devastating impact on families, friends, communities and work colleagues - our latest blog looks at resources which offer support and ongoing work: https://t.co/MvCk5iSf2c",,,,,,,,,
"x1009431432958267392",2018-06-20 13:43:02,"x27867682","prestoncouncil","RT @PHE_uk: Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks acro…","Hootsuite",,,,FALSE,TRUE,0,89,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009378513177186304","Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks across England. More info: https://t.co/OqpGN4nTrL #StopTheSpread https://t.co/Mka3jV5Wbr",,,,,,,,,
"x1009431423546286082",2018-06-20 13:43:00,"x257216911","JMMartinMoreno","RT @davidallenFPH: FPH President John Middleton @LSHTM @PHE_uk @FPH @aspher event to build capacity of public health profession globally 'p…","Twitter Web Client",,,,FALSE,TRUE,0,8,,,,,,,,,,,,,,"x915699026 72843097 41822696 20508091 185972605","davidallenFPH LSHTM PHE_uk FPH aspher","en",,,"x1009421425646690304","FPH President John Middleton @LSHTM @PHE_uk @FPH @aspher event to build capacity of public health profession globally 'public health is international' https://t.co/ZiWcwpkKb5",,,,,,,,,
"x1009431197448069121",2018-06-20 13:42:06,"x254211369","karenwatchman","Good to see Dementia &amp; People with Learning Disability guidance published by Public Health England this week https://t.co/cGxMh0SNtT @PHE_uk @Stir_PubHealth https://t.co/R72IN8PZTY","Twitter Web Client",,,,FALSE,FALSE,13,10,,,"bit.ly/2tiGjJt","https://t.co/cGxMh0SNtT","https://bit.ly/2tiGjJt","http://pbs.twimg.com/media/DgI36IxWkAId66X.jpg","https://t.co/R72IN8PZTY","https://twitter.com/karenwatchman/status/1009431197448069121/photo/1","photo","http://pbs.twimg.com/media/DgI36IxWkAId66X.jpg","https://t.co/R72IN8PZTY","https://twitter.com/karenwatchman/status/1009431197448069121/photo/1",,"x41822696 829402530547367938","PHE_uk Stir_PubHealth","en",,,,,,,,,,,,,
"x1009431180565975040",2018-06-20 13:42:02,"x1080170526","GtrPrestonCCG","RT @PHE_uk: Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks acro…","Twitter Web Client",,,,FALSE,TRUE,0,89,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009378513177186304","Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks across England. More info: https://t.co/OqpGN4nTrL #StopTheSpread https://t.co/Mka3jV5Wbr",,,,,,,,,
"x1009431072449417216",2018-06-20 13:41:36,"x595352203","doctorblooz","RT @davidallenFPH: FPH President John Middleton @LSHTM @PHE_uk @FPH @aspher event to build capacity of public health profession globally 'p…","Twitter for iPhone",,,,FALSE,TRUE,0,8,,,,,,,,,,,,,,"x915699026 72843097 41822696 20508091 185972605","davidallenFPH LSHTM PHE_uk FPH aspher","en",,,"x1009421425646690304","FPH President John Middleton @LSHTM @PHE_uk @FPH @aspher event to build capacity of public health profession globally 'public health is international' https://t.co/ZiWcwpkKb5",,,,,,,,,
"x1009430760581890049",2018-06-20 13:40:22,"x1979277428","NHSCitizen","RT @PHE_uk: Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks acro…","Twitter Web Client",,,,FALSE,TRUE,0,89,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009378513177186304","Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks across England. More info: https://t.co/OqpGN4nTrL #StopTheSpread https://t.co/Mka3jV5Wbr",,,,,,,,,
"x1009430301028823042",2018-06-20 13:38:32,"x181931169","NCBC_UK","RT @PHE_uk: For Learning Disability Week we have blogged about improving hospital care for people with learning disabilities. Read it here:…","Twitter for Android",,,,FALSE,TRUE,0,66,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009386545529413632","For Learning Disability Week we have blogged about improving hospital care for people with learning disabilities. Read it here: https://t.co/tGz8ZiSP8r #LDWeek18",,,,,,,,,
"x1009429492652273664",2018-06-20 13:35:19,"x320384918","JuliaTugwell","RT @PHE_uk: #CSDOC2018: ""This is an important but sensitive study"" - Dr Katherine Henson, presenting a study on the risk of suicide after a…","Twitter for iPhone",,,,FALSE,TRUE,0,15,"CSDOC2018",,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009401114356273152","#CSDOC2018: ""This is an important but sensitive study"" - Dr Katherine Henson, presenting a study on the risk of suicide after a cancer diagnosis - the first national study of its kind in England. Learn more here: https://t.co/AmwRdYLXeL https://t.co/H4dUoAfpOM",,,,,,,,,
"x1009429392433598465",2018-06-20 13:34:56,"x580896953","VivJBennett","RT @HindleLinda: Thanks to @JamieWaterall for overcoming many challenges to be here today and share tools from #AOH @PHE_uk #CAHPO18 https:…","Twitter Web Client",,,,FALSE,TRUE,0,7,"AOH CAHPO18",,,,,,,,,,,,,"x567581685 2706075254 41822696","HindleLinda JamieWaterall PHE_uk","en",,,"x1009387432872239104","Thanks to @JamieWaterall for overcoming many challenges to be here today and share tools from #AOH @PHE_uk #CAHPO18 https://t.co/yZsGiuGFTF",,,,,,,,,
"x1009429386511122432",2018-06-20 13:34:54,"x41822696","PHE_uk","RT @PHE_uk: Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks acro…","Twitter Web Client",,,,FALSE,TRUE,0,89,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009378513177186304","Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks across England. More info: https://t.co/OqpGN4nTrL #StopTheSpread https://t.co/Mka3jV5Wbr",,,,,,,,,
"x1009429316730531840",2018-06-20 13:34:38,"x1920008576","Plant8Paul","RT @EustacedeSousa: Ten years since introduction of HPV vaccination, infections in 16-21 year old women have reduced by 86% in England. As…","Twitter for iPhone",,,,FALSE,TRUE,0,9,,,,,,,,,,,,,,"x1905655963","EustacedeSousa","en",,,"x1008969065245872128","Ten years since introduction of HPV vaccination, infections in 16-21 year old women have reduced by 86% in England. As around 80% of cervical cancers are caused by these types, @PHE_UK expect to see big reductions in cervical cancer in years to come https://t.co/iitt59qQzj https://t.co/KgHohma05I",,,,,,,,,
"x1009428677564751873",2018-06-20 13:32:05,"x3250723913","forwardleeds","RT @PHE_uk: Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks acro…","TweetDeck",,,,FALSE,TRUE,0,89,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009378513177186304","Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks across England. More info: https://t.co/OqpGN4nTrL #StopTheSpread https://t.co/Mka3jV5Wbr",,,,,,,,,
"x1009428592344883200",2018-06-20 13:31:45,"x702788878105755648","MollyHGPhysio","RT @HindleLinda: Amazing work from @LA_Charlesworth coordinating the @AHPs4PH Advocates programme with @NHSImprovement @PHE_uk. 29 individu…","Twitter for iPhone",,,,FALSE,TRUE,0,7,,,,,,,,,,,,,,"x567581685 1490228984 720682698805800960 4577400995 41822696","HindleLinda LA_Charlesworth AHPs4PH NHSImprovement PHE_uk","en",,,"x1009425637516472323","Amazing work from @LA_Charlesworth coordinating the @AHPs4PH Advocates programme with @NHSImprovement @PHE_uk. 29 individuals/ teams involved so far #CAHPO18 https://t.co/TGdf4qg9Rk",,,,,,,,,
"x1009428574435250178",2018-06-20 13:31:41,"x720682698805800960","AHPs4PH","RT @HindleLinda: Amazing work from @LA_Charlesworth coordinating the @AHPs4PH Advocates programme with @NHSImprovement @PHE_uk. 29 individu…","Twitter for Android",,,,FALSE,TRUE,0,7,,,,,,,,,,,,,,"x567581685 1490228984 720682698805800960 4577400995 41822696","HindleLinda LA_Charlesworth AHPs4PH NHSImprovement PHE_uk","en",,,"x1009425637516472323","Amazing work from @LA_Charlesworth coordinating the @AHPs4PH Advocates programme with @NHSImprovement @PHE_uk. 29 individuals/ teams involved so far #CAHPO18 https://t.co/TGdf4qg9Rk",,,,,,,,,
"x1009428276182487040",2018-06-20 13:30:29,"x551426814","NHSEngland","We’re thrilled that @DrMattKearney gave a talk at @ThistleyHough Academy today to inspire young people to think about careers in the NHS. Honoured to be part of the celebrations to mark #NHS70 birthday! @PHE_uk @speakrs4schools https://t.co/A4XwGYXD8l https://t.co/IIN2q8ntpE","Hootsuite Inc.",,,,FALSE,FALSE,8,2,"NHS70",,"nhs70.nhs.uk/schooltalks","https://t.co/A4XwGYXD8l","http://www.nhs70.nhs.uk/schooltalks","http://pbs.twimg.com/media/DgI1qrkXcAERZ5B.jpg","https://t.co/IIN2q8ntpE","https://twitter.com/NHSEngland/status/1009428276182487040/photo/1","photo","http://pbs.twimg.com/media/DgI1qrkXcAERZ5B.jpg","https://t.co/IIN2q8ntpE","https://twitter.com/NHSEngland/status/1009428276182487040/photo/1",,"x2805803625 1159523330 41822696 237751601","DrMattKearney ThistleyHough PHE_uk speakrs4schools","en",,,,,,,,,,,,,
"x1009428135119654912",2018-06-20 13:29:56,"x117038248","berryburst97","Presenting on global mentoring at the #ASPHER retreat with @ASPHERoffice @IANPHIhealth @FPH @PHE_uk","Twitter for iPhone",,,,FALSE,FALSE,4,0,"ASPHER",,,,,,,,,,,,,"x48711683 944348695 20508091 41822696","ASPHERoffice IANPHIhealth FPH PHE_uk","en",,,,,,,,,,,,,
"x1009427937140137984",2018-06-20 13:29:09,"x467609115","KIZERBOGEORGESA","RT @WHO_Europe_VPI: New study in England demonstrates once again how vitally important and beneficial it is for girls to be vaccinated on t…","Twitter Web Client",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x561122363","WHO_Europe_VPI","en",,,"x1009154218136096768","New study in England demonstrates once again how vitally important and beneficial it is for girls to be vaccinated on time against cancer-causing #HPV infections. 
https://t.co/fvTGWB2hsj
#immunizeEurope @PHE_uk",,,,,,,,,
"x1009427413468635138",2018-06-20 13:27:04,"x175090866","SeanPreneur","RT @digihealthnews: GPs urged to use digital dashboard to increase cervical screenings: https://t.co/SHxFPSq0Mf @NHSDigital @JoTrust @PHE_u…","Twitter for iPhone",,,,FALSE,TRUE,0,1,,,"ow.ly/IBfF30kAeaQ","https://t.co/SHxFPSq0Mf","http://ow.ly/IBfF30kAeaQ",,,,,,,,,"x2974771528 27629414 69884665","digihealthnews NHSDigital JoTrust","en",,,"x1009426803243413504","GPs urged to use digital dashboard to increase cervical screenings: https://t.co/SHxFPSq0Mf @NHSDigital @JoTrust @PHE_uk https://t.co/tZMfzQCN06",,,,,,,,,
"x1009427269880868864",2018-06-20 13:26:30,"x891413648","ProfSarahCowley","RT @davidallenFPH: FPH President John Middleton @LSHTM @PHE_uk @FPH @aspher event to build capacity of public health profession globally 'p…","Twitter Web Client",,,,FALSE,TRUE,0,8,,,,,,,,,,,,,,"x915699026 72843097 41822696 20508091 185972605","davidallenFPH LSHTM PHE_uk FPH aspher","en",,,"x1009421425646690304","FPH President John Middleton @LSHTM @PHE_uk @FPH @aspher event to build capacity of public health profession globally 'public health is international' https://t.co/ZiWcwpkKb5",,,,,,,,,
"x1009426984206782465",2018-06-20 13:25:21,"x628364121","GLyratzopoulos","RT @PHE_uk: NEWS: Cancer patients at increased risk of suicide. The first national study of its kind in England shows cancer patients have…","Twitter for iPhone",,,,FALSE,TRUE,0,85,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009403442530603008","NEWS: Cancer patients at increased risk of suicide. The first national study of its kind in England shows cancer patients have a 20% increased risk of suicide https://t.co/AmwRdYLXeL",,,,,,,,,
"x1009426803243413504",2018-06-20 13:24:38,"x2974771528","digihealthnews","GPs urged to use digital dashboard to increase cervical screenings: https://t.co/SHxFPSq0Mf @NHSDigital @JoTrust @PHE_uk https://t.co/tZMfzQCN06","Hootsuite",,,,FALSE,FALSE,0,1,,,"ow.ly/IBfF30kAeaQ","https://t.co/SHxFPSq0Mf","http://ow.ly/IBfF30kAeaQ","http://pbs.twimg.com/media/DgI0U9FX0AEZ6sa.jpg","https://t.co/tZMfzQCN06","https://twitter.com/digihealthnews/status/1009426803243413504/photo/1","photo","http://pbs.twimg.com/media/DgI0U9FX0AEZ6sa.jpg","https://t.co/tZMfzQCN06","https://twitter.com/digihealthnews/status/1009426803243413504/photo/1",,"x27629414 69884665 41822696","NHSDigital JoTrust PHE_uk","en",,,,,,,,,,,,,
"x1009426664936361985",2018-06-20 13:24:05,"x1308230558","nicola_king8","RT @BethMMackay: As part of #NHS70 celebrations @DrMattKearney went back to school today to talk about his role in General Practice, CVD pr…","Twitter for iPhone",,,,FALSE,TRUE,0,1,"NHS70",,,,,,,,,,,,,"x789170551 2805803625","BethMMackay DrMattKearney","en",,,"x1009422404274225152","As part of #NHS70 celebrations @DrMattKearney went back to school today to talk about his role in General Practice, CVD prevention &amp; inspire pupils to think about careers in the NHS. More information is available here: https://t.co/nKU4m44MUO  @NHSEngland @PHE_uk @speakrs4schools",,,,,,,,,
"x1009426394097553408",2018-06-20 13:23:01,"x20508091","FPH","RT @davidallenFPH: FPH President John Middleton @LSHTM @PHE_uk @FPH @aspher event to build capacity of public health profession globally 'p…","Twitter Web Client",,,,FALSE,TRUE,0,8,,,,,,,,,,,,,,"x915699026 72843097 41822696 20508091 185972605","davidallenFPH LSHTM PHE_uk FPH aspher","en",,,"x1009421425646690304","FPH President John Middleton @LSHTM @PHE_uk @FPH @aspher event to build capacity of public health profession globally 'public health is international' https://t.co/ZiWcwpkKb5",,,,,,,,,
"x1009426123514662913",2018-06-20 13:21:56,"x758582269795823616","useMYdata","RT @Cancer52org: What’s the importance of data for rare and less common cancer?  Key question for our vox pop #CSDOC2018 @PHE_uk https://t.…","TweetDeck",,,,FALSE,TRUE,0,6,"CSDOC2018",,,,,,,,,,,,,"x927482708 41822696","Cancer52org PHE_uk","en",,,"x1009414776185860096","What’s the importance of data for rare and less common cancer?  Key question for our vox pop #CSDOC2018 @PHE_uk https://t.co/2CYOR4cLME",,,,,,,,,
"x1009426089343705088",2018-06-20 13:21:48,"x2509986463","bccww","RT @Cancer52org: What’s the importance of data for rare and less common cancer?  Key question for our vox pop #CSDOC2018 @PHE_uk https://t.…","Twitter for iPhone",,,,FALSE,TRUE,0,6,"CSDOC2018",,,,,,,,,,,,,"x927482708 41822696","Cancer52org PHE_uk","en",,,"x1009414776185860096","What’s the importance of data for rare and less common cancer?  Key question for our vox pop #CSDOC2018 @PHE_uk https://t.co/2CYOR4cLME",,,,,,,,,
"x1009425858631753728",2018-06-20 13:20:53,"x23740904","rhkbrock","RT @DrAPitman: On p16 of @thetimes - findings from our @PHE_uk analysis of #cancer registries to investigate risk of #suicide are being pre…","Twitter for iPhone",,,,FALSE,TRUE,0,3,"cancer suicide",,,,,,,,,,,,,"x4844910083 6107422 41822696","DrAPitman thetimes PHE_uk","en",,,"x1009365335189938176","On p16 of @thetimes - findings from our @PHE_uk analysis of #cancer registries to investigate risk of #suicide are being presented at #CSDOC2018 #NCRAS #PHEdata today https://t.co/GbuUUAZYEh",,,,,,,,,
"x1009425792730664960",2018-06-20 13:20:37,"x248329091","laurenrellis","RT @PHE_uk: Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks acro…","Twitter for iPhone",,,,FALSE,TRUE,0,89,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009378513177186304","Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks across England. More info: https://t.co/OqpGN4nTrL #StopTheSpread https://t.co/Mka3jV5Wbr",,,,,,,,,
"x1009425637516472323",2018-06-20 13:20:00,"x567581685","HindleLinda","Amazing work from @LA_Charlesworth coordinating the @AHPs4PH Advocates programme with @NHSImprovement @PHE_uk. 29 individuals/ teams involved so far #CAHPO18 https://t.co/TGdf4qg9Rk","Twitter for iPhone",,,,FALSE,FALSE,20,7,"CAHPO18",,,,,"http://pbs.twimg.com/media/DgIzQpBXcAIyW_5.jpg","https://t.co/TGdf4qg9Rk","https://twitter.com/HindleLinda/status/1009425637516472323/photo/1","photo","http://pbs.twimg.com/media/DgIzQpBXcAIyW_5.jpg","https://t.co/TGdf4qg9Rk","https://twitter.com/HindleLinda/status/1009425637516472323/photo/1",,"x1490228984 720682698805800960 4577400995 41822696","LA_Charlesworth AHPs4PH NHSImprovement PHE_uk","en",,,,,,,,,,,,,
"x1009425623461359618",2018-06-20 13:19:57,"x262088162","TCST_London","In partnership with @PHE_uk we have produced a report on the 'Variation in cancer incidence by ethnicity across London in 2015'. 
It can be accessed here - https://t.co/6fxLwJJrwp 
@HealthyLDN @NHSEnglandLDN  #BME #BAME #data
 #CSDOC2018 https://t.co/2SFGYcE0ns","Twitter Web Client",,,,FALSE,FALSE,3,3,"BME BAME data CSDOC2018",,"bit.ly/2LYVeiQ","https://t.co/6fxLwJJrwp","https://bit.ly/2LYVeiQ","http://pbs.twimg.com/media/DgIy_nfW4AEhB9J.jpg","https://t.co/2SFGYcE0ns","https://twitter.com/TCST_London/status/1009425623461359618/photo/1","photo","http://pbs.twimg.com/media/DgIy_nfW4AEhB9J.jpg","https://t.co/2SFGYcE0ns","https://twitter.com/TCST_London/status/1009425623461359618/photo/1",,"x41822696 2228117791 31129844","PHE_uk HealthyLDN NHSEnglandLDN","en",,,,,,,,,,,,,
"x1009425516800151553",2018-06-20 13:19:32,"x305770695","mslhthomas","RT @Cancer52org: What’s the importance of data for rare and less common cancer?  Key question for our vox pop #CSDOC2018 @PHE_uk https://t.…","Twitter for Android",,,,FALSE,TRUE,0,6,"CSDOC2018",,,,,,,,,,,,,"x927482708 41822696","Cancer52org PHE_uk","en",,,"x1009414776185860096","What’s the importance of data for rare and less common cancer?  Key question for our vox pop #CSDOC2018 @PHE_uk https://t.co/2CYOR4cLME",,,,,,,,,
"x1009425443165036544",2018-06-20 13:19:14,"x1528764090","CRUKRoadshow_NW","RT @PHE_uk: #CSDOC2018 we've had a presentation from Harriet Rumgay from @CR_UK highlighting some of the barriers to health professionals d…","Twitter for Android",,,,FALSE,TRUE,0,7,"CSDOC2018",,,,,,,,,,,,,"x41822696 20693661","PHE_uk CR_UK","en",,,"x1009424906893832192","#CSDOC2018 we've had a presentation from Harriet Rumgay from @CR_UK highlighting some of the barriers to health professionals discussing weight management interventions with patients https://t.co/UIqixheRoL",,,,,,,,,
"x1009425311069597696",2018-06-20 13:18:43,"x2509986463","bccww","RT @PHE_uk: #CSDOC2018 we've had a presentation from Harriet Rumgay from @CR_UK highlighting some of the barriers to health professionals d…","Twitter for iPhone",,,,FALSE,TRUE,0,7,"CSDOC2018",,,,,,,,,,,,,"x41822696 20693661","PHE_uk CR_UK","en",,,"x1009424906893832192","#CSDOC2018 we've had a presentation from Harriet Rumgay from @CR_UK highlighting some of the barriers to health professionals discussing weight management interventions with patients https://t.co/UIqixheRoL",,,,,,,,,
"x1009425014993686528",2018-06-20 13:17:32,"x61789309","CLOtC","RT @KimSomerville: Very interesting keynote from @GregorWell about the opportunities nature connection  can present for good mental health…","Twitter Web Client",,,,FALSE,TRUE,0,4,,,,,,,,,,,,,,"x23683539 1511302172","KimSomerville GregorWell","en",,,"x1009368527936065537","Very interesting keynote from @GregorWell about the opportunities nature connection  can present for good mental health #NCx2018. He asks we share evidence with @PHE_uk such as this from @LearningAway https://t.co/TjlvPX40yO https://t.co/3Cqd3KwHe5",,,,,,,,,
"x1009425002704273408",2018-06-20 13:17:29,"x791985356564553729","tmoneuro","RT @LaterLifeTrain: @DrJulietHarvey @sittonomy @BrianwDolan So important to get activity and movement higher up the agenda in hospital @Cat…","Twitter for iPhone",,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,"x1709644471 742454055704928259 567282639 226175896","LaterLifeTrain DrJulietHarvey sittonomy BrianwDolan","en",,,"x1009411293558829056","@DrJulietHarvey @sittonomy @BrianwDolan So important to get activity and movement higher up the agenda in hospital @CathCalderwood1 @Ageing_Better @scotgovhealth @PHE_uk @GrierAHP @alexmav75 @LianneMcInally1",,,,,,,,,
